submission_id,problem_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s172868333,p00000,u342125850,1496472528,Python,Python3,py,WA: Presentation Error,20,7372,78,0/1
s955352328,p00000,u342125850,1496472589,Python,Python3,py,Accepted,20,7312,93,1/1
s849690538,p00000,u962381052,1496712821,Python,Python3,py,Runtime Error,0,0,94,0/1
s888920620,p00000,u962381052,1496712895,Python,Python3,py,Accepted,20,7432,93,1/1
s086824715,p00000,u440180827,1496819617,Python,Python3,py,Wrong Answer,20,7252,88,0/1
s434914552,p00000,u440180827,1496819690,Python,Python3,py,Accepted,20,7368,102,1/1
s812448496,p00000,u542962065,1497431229,Python,Python,py,Accepted,10,6196,83,1/1
s029562060,p00000,u928051788,1497618062,Python,Python3,py,Accepted,20,7336,111,1/1
s877428832,p00000,u240754089,1497793087,Python,Python,py,Wrong Answer,10,6244,120,0/1
s045882528,p00000,u240754089,1497793135,Python,Python,py,Runtime Error,0,0,105,0/1
s918823500,p00000,u240754089,1497793354,Python,Python,py,Accepted,10,6200,104,1/1
s771127847,p00000,u387731924,1498022562,Python,Python3,py,Accepted,20,7300,109,1/1
s465524435,p00000,u731290703,1498085337,Python,Python3,py,Accepted,20,7332,110,1/1
s453684038,p00000,u731290703,1498085376,Python,Python3,py,Accepted,20,7296,110,1/1
s458923461,p00000,u291847218,1498104690,Python,Python3,py,Accepted,20,7328,86,1/1
s099891732,p00000,u495607670,1498270960,Python,Python3,py,Accepted,20,7292,103,1/1
s736019300,p00000,u844704750,1498684090,Python,Python3,py,Accepted,20,7332,87,1/1
s047813565,p00000,u765341770,1498823971,Python,Python3,py,Wrong Answer,30,7324,61,0/1
s607956534,p00000,u765341770,1498824020,Python,Python3,py,Runtime Error,0,0,63,0/1
s811903577,p00000,u765341770,1498824122,Python,Python3,py,Wrong Answer,20,7296,64,0/1
s900917361,p00000,u765341770,1498824203,Python,Python3,py,Accepted,20,7396,95,1/1
s698329957,p00000,u503263570,1499010629,Python,Python3,py,Accepted,30,7252,80,1/1
s870823640,p00000,u503263570,1499010783,Python,Python3,py,Accepted,20,7472,80,1/1
s638304543,p00000,u340500592,1499400830,Python,Python3,py,Wrong Answer,30,7396,64,0/1
s158845866,p00000,u340500592,1499401405,Python,Python3,py,Accepted,30,7400,89,1/1
s251030722,p00000,u184989919,1499583647,Python,Python3,py,WA: Presentation Error,20,7392,106,0/1
s081565126,p00000,u184989919,1499583744,Python,Python3,py,Accepted,20,7404,116,1/1
s686218564,p00000,u299798926,1499587622,Python,Python3,py,Accepted,20,7348,92,1/1
s172224642,p00000,u490583481,1499594213,Python,Python,py,Accepted,10,6268,124,1/1
s155982552,p00000,u600821328,1499861934,Python,Python3,py,Accepted,20,7552,214,1/1
s526233710,p00000,u501510481,1500019143,Python,Python3,py,Wrong Answer,20,7232,56,0/1
s341165880,p00000,u501510481,1500019343,Python,Python3,py,Wrong Answer,20,7316,61,0/1
s244604450,p00000,u501510481,1500019374,Python,Python3,py,Wrong Answer,40,7328,61,0/1
s074010329,p00000,u501510481,1500019393,Python,Python3,py,Wrong Answer,20,7324,61,0/1
s319971074,p00000,u501510481,1500019489,Python,Python3,py,Wrong Answer,30,7392,88,0/1
s265661951,p00000,u501510481,1500019721,Python,Python3,py,Accepted,20,7272,95,1/1
s327492282,p00000,u498511622,1500076980,Python,Python3,py,Wrong Answer,20,7256,86,0/1
s339186562,p00000,u498511622,1500077460,Python,Python3,py,WA: Presentation Error,20,7280,94,0/1
s495023226,p00000,u498511622,1500077554,Python,Python3,py,WA: Presentation Error,30,7248,94,0/1
s052796083,p00000,u498511622,1500078064,Python,Python3,py,WA: Presentation Error,20,7400,89,0/1
s454347367,p00000,u498511622,1500078326,Python,Python3,py,WA: Presentation Error,20,7280,76,0/1
s754855343,p00000,u498511622,1500080632,Python,Python3,py,WA: Presentation Error,20,7308,81,0/1
s273440534,p00000,u498511622,1500080775,Python,Python3,py,Accepted,20,7408,84,1/1
s837686499,p00000,u546285759,1500129529,Python,Python3,py,Accepted,30,7348,97,1/1
s877175156,p00000,u869667855,1500203615,Python,Python3,py,WA: Presentation Error,20,7492,116,0/1
s204248269,p00000,u869667855,1500203859,Python,Python3,py,Accepted,20,7356,145,1/1
s221762218,p00000,u914146430,1500262616,Python,Python3,py,Wrong Answer,20,7328,94,0/1
s671366273,p00000,u914146430,1500262708,Python,Python3,py,Wrong Answer,30,7348,94,0/1
s433358222,p00000,u914146430,1500262949,Python,Python3,py,Accepted,30,7408,94,1/1
s574129528,p00000,u531592024,1500453667,Python,Python3,py,Wrong Answer,20,7336,99,0/1
s445014304,p00000,u531592024,1500453720,Python,Python3,py,Accepted,20,7332,101,1/1
s105436415,p00000,u193453446,1500623349,Python,Python3,py,Accepted,20,7356,475,1/1
s438616616,p00000,u649466624,1500791080,Python,Python3,py,Wrong Answer,20,7488,449,0/1
s309638328,p00000,u649466624,1500791360,Python,Python3,py,Wrong Answer,20,7500,464,0/1
s627170267,p00000,u130855721,1500958937,Python,Python3,py,Accepted,30,7288,114,1/1
s937479228,p00000,u156182935,1501219647,Python,Python3,py,Accepted,40,7344,180,1/1
s789371875,p00000,u731440954,1501289237,Python,Python3,py,Accepted,20,7336,87,1/1
s807709080,p00000,u369093003,1501416090,Python,Python3,py,Accepted,20,7464,760,1/1
s225944895,p00000,u369093003,1501416151,Python,Python3,py,Accepted,20,7464,760,1/1
s190378693,p00000,u350064373,1501480348,Python,Python3,py,Accepted,20,7424,135,1/1
s339288410,p00000,u354053070,1501673617,Python,Python3,py,Accepted,30,7388,98,1/1
s164774524,p00000,u516657258,1501904993,Python,Python3,py,Accepted,20,7412,92,1/1
s233346108,p00000,u957028788,1501970019,Python,Python3,py,Wrong Answer,20,7416,75,0/1
s101886422,p00000,u957028788,1501970068,Python,Python3,py,Accepted,20,7420,92,1/1
s241456255,p00000,u724606305,1502269141,Python,Python3,py,Accepted,30,7392,86,1/1
s221688466,p00000,u584777171,1502327866,Python,Python3,py,Accepted,20,7328,111,1/1
s481204564,p00000,u821624310,1502453893,Python,Python3,py,Accepted,20,7408,104,1/1
s731632901,p00000,u539803218,1502668463,Python,Python3,py,Accepted,30,7392,80,1/1
s828059950,p00000,u214404619,1502746585,Python,Python3,py,Accepted,30,7352,97,1/1
s897252770,p00000,u267909338,1502761419,Python,Python3,py,Accepted,20,7400,103,1/1
s360761171,p00000,u551456712,1502845694,Python,Python3,py,Accepted,20,7348,105,1/1
s872768881,p00000,u551456712,1502846224,Python,Python3,py,Accepted,30,7404,97,1/1
s454388169,p00000,u551456712,1502846325,Python,Python3,py,Accepted,30,7400,103,1/1
s001923321,p00000,u551456712,1502846443,Python,Python3,py,Runtime Error,0,0,118,0/1
s861898992,p00000,u551456712,1502846488,Python,Python3,py,Accepted,20,7404,119,1/1
s009016554,p00000,u551456712,1502846562,Python,Python3,py,Accepted,20,7460,119,1/1
s885245895,p00000,u551456712,1502846596,Python,Python3,py,Accepted,30,7404,107,1/1
s804293548,p00000,u551456712,1502846603,Python,Python3,py,Accepted,20,7452,107,1/1
s777060876,p00000,u380740339,1502848085,Python,Python3,py,Accepted,30,7400,85,1/1
s931248767,p00000,u551456712,1502849473,Python,Python3,py,Runtime Error,0,0,83,0/1
s462240746,p00000,u551456712,1502849614,Python,Python3,py,Accepted,20,7400,83,1/1
s045733196,p00000,u551456712,1502849647,Python,Python3,py,Accepted,20,7532,78,1/1
s008878905,p00000,u471400255,1502859280,Python,Python3,py,Runtime Error,0,0,66,0/1
s549361503,p00000,u471400255,1502859636,Python,Python3,py,Wrong Answer,30,7332,90,0/1
s093630297,p00000,u471400255,1502859670,Python,Python3,py,Accepted,20,7336,89,1/1
s997770352,p00000,u624454021,1502862192,Python,Python3,py,Wrong Answer,30,7316,102,0/1
s926452181,p00000,u624454021,1502862211,Python,Python3,py,Accepted,30,7340,102,1/1
s154079437,p00000,u744121389,1502943730,Python,Python3,py,Runtime Error,0,0,48,0/1
s099510974,p00000,u957680575,1503067507,Python,Python3,py,Wrong Answer,30,7300,52,0/1
s820535726,p00000,u957680575,1503067593,Python,Python3,py,Wrong Answer,30,7256,81,0/1
s196404547,p00000,u957680575,1503067665,Python,Python3,py,Wrong Answer,30,7344,85,0/1
s998327288,p00000,u957680575,1503067773,Python,Python3,py,Wrong Answer,30,7344,85,0/1
s528737989,p00000,u957680575,1503067858,Python,Python3,py,Wrong Answer,20,7308,85,0/1
s746278762,p00000,u633333374,1503276785,Python,Python,py,Wrong Answer,10,6240,92,0/1
s076635847,p00000,u633333374,1503276865,Python,Python,py,Runtime Error,0,0,93,0/1
s230536771,p00000,u633333374,1503277482,Python,Python,py,Accepted,10,6416,92,1/1
s021356217,p00000,u428982301,1503638710,Python,Python3,py,Accepted,30,7392,105,1/1
s312795855,p00000,u274552558,1503729278,Python,Python3,py,Accepted,30,7436,107,1/1
s977945116,p00000,u190276528,1503844926,Python,Python3,py,Accepted,20,7464,98,1/1
s695889690,p00000,u567364068,1504064863,Python,Python3,py,Accepted,20,7312,84,1/1
s835859516,p00000,u123964252,1504083697,Python,Python3,py,Accepted,20,7332,91,1/1
s322913508,p00000,u105694406,1504161816,Python,Python3,py,Accepted,20,7340,82,1/1
s211961223,p00000,u197615397,1504163240,Python,Python3,py,Accepted,20,7392,80,1/1
s721204557,p00000,u197260544,1504603834,Python,Python3,py,Accepted,20,7280,80,1/1
s244113666,p00000,u957021183,1504682832,Python,Python3,py,Accepted,20,7576,253,1/1
s709551782,p00000,u153665391,1505044564,Python,Python3,py,Wrong Answer,20,7332,122,0/1
s967151078,p00000,u153665391,1505044784,Python,Python3,py,Accepted,20,7424,109,1/1
s145319257,p00000,u428500865,1505107637,Python,Python3,py,Wrong Answer,20,7376,83,0/1
s994781995,p00000,u428500865,1505107837,Python,Python3,py,Accepted,20,7440,95,1/1
s144618909,p00000,u701260209,1505356061,Python,Python3,py,Accepted,20,7364,104,1/1
s560960311,p00000,u877201735,1505642994,Python,Python3,py,Wrong Answer,20,7420,95,0/1
s304955682,p00000,u877201735,1505643060,Python,Python3,py,Accepted,20,7364,94,1/1
s586515397,p00000,u741801763,1505716001,Python,Python3,py,Accepted,20,7436,132,1/1
s948322520,p00000,u933096856,1505791179,Python,Python3,py,Accepted,20,7360,93,1/1
s353082050,p00000,u531482846,1506118945,Python,Python3,py,Accepted,20,7432,89,1/1
s263054959,p00000,u506705885,1506347752,Python,Python3,py,Accepted,30,7360,204,1/1
s596878228,p00000,u424041287,1506560651,Python,Python3,py,Wrong Answer,30,7344,85,0/1
s531679023,p00000,u424041287,1506560676,Python,Python3,py,Wrong Answer,20,7324,84,0/1
s535947766,p00000,u424041287,1506560758,Python,Python3,py,Accepted,20,7380,103,1/1
s287974442,p00000,u256256172,1506937924,Python,Python3,py,Accepted,20,7380,123,1/1
s081702414,p00000,u343251190,1507219824,Python,Python3,py,Accepted,30,7436,91,1/1
s864664114,p00000,u411772182,1507501667,Python,Python3,py,Accepted,20,7424,82,1/1
s722036201,p00000,u947762778,1507528669,Python,Python3,py,Wrong Answer,30,7356,93,0/1
s411706593,p00000,u947762778,1507528736,Python,Python3,py,Wrong Answer,20,7360,98,0/1
s304701516,p00000,u947762778,1507528877,Python,Python3,py,Wrong Answer,20,7292,98,0/1
s230139852,p00000,u947762778,1507528900,Python,Python3,py,Wrong Answer,40,7332,101,0/1
s199271291,p00000,u947762778,1507529021,Python,Python3,py,Accepted,20,7424,93,1/1
s796531508,p00000,u166520445,1507703059,Python,Python3,py,Wrong Answer,30,7296,128,0/1
s036870048,p00000,u166520445,1507703080,Python,Python3,py,Accepted,20,7428,128,1/1
s893641252,p00000,u197670577,1508082151,Python,Python,py,Accepted,10,6240,88,1/1
s966980174,p00000,u228488524,1508219611,Python,Python3,py,Accepted,20,7372,103,1/1
s959400376,p00000,u855694108,1508416852,Python,Python3,py,WA: Presentation Error,40,7424,144,0/1
s873230936,p00000,u855694108,1508416859,Python,Python3,py,WA: Presentation Error,20,7392,144,0/1
s816507849,p00000,u855694108,1508416955,Python,Python3,py,Accepted,20,7416,256,1/1
s834438355,p00000,u788901772,1508639299,Python,Python3,py,Accepted,30,7356,95,1/1
s519055532,p00000,u422087503,1508705883,Python,Python3,py,Accepted,20,7376,80,1/1
s403385018,p00000,u886119481,1508913640,Python,Python,py,Wrong Answer,10,6428,87,0/1
s362633044,p00000,u926657458,1508954761,Python,Python3,py,Accepted,20,7332,107,1/1
s220894454,p00000,u008204061,1508960939,Python,Python3,py,Accepted,20,7440,104,1/1
s664422835,p00000,u846136461,1509257602,Python,Python,py,Accepted,40,6540,478,1/1
s820811477,p00000,u914007790,1509342907,Python,Python3,py,Wrong Answer,60,7472,132,0/1
s994105221,p00000,u914007790,1509342926,Python,Python3,py,Wrong Answer,60,7552,132,0/1
s323009412,p00000,u914007790,1509342949,Python,Python3,py,Wrong Answer,20,7344,130,0/1
s411883533,p00000,u914007790,1509342989,Python,Python3,py,Accepted,20,7432,136,1/1
s560205613,p00000,u619547950,1509369076,Python,Python,py,Runtime Error,0,0,137,0/1
s075411764,p00000,u619547950,1509369088,Python,Python3,py,Runtime Error,0,0,137,0/1
s609387984,p00000,u232783413,1509635152,Python,Python,py,Wrong Answer,10,6276,96,0/1
s066328251,p00000,u232783413,1509635998,Python,Python,py,Wrong Answer,10,6296,144,0/1
s179462318,p00000,u232783413,1509636917,Python,Python,py,Wrong Answer,10,6380,83,0/1
s359665904,p00000,u232783413,1509637150,Python,Python,py,Runtime Error,0,0,84,0/1
s072269595,p00000,u232783413,1509637505,Python,Python3,py,Runtime Error,0,0,84,0/1
s522423259,p00000,u232783413,1509638027,Python,Python3,py,Runtime Error,0,0,84,0/1
s853551431,p00000,u232783413,1509638398,Python,Python3,py,Wrong Answer,30,7336,60,0/1
s482253089,p00000,u232783413,1509638585,Python,Python3,py,Wrong Answer,30,7364,87,0/1
s738014392,p00000,u232783413,1509638652,Python,Python3,py,Accepted,20,7444,93,1/1
s260550715,p00000,u886119481,1509852359,Python,Python,py,Runtime Error,0,0,89,0/1
s688743112,p00000,u119127920,1509865940,Python,Python3,py,Wrong Answer,20,7472,13,0/1
s436072969,p00000,u119127920,1509866026,Python,Python3,py,Runtime Error,0,0,88,0/1
s559399653,p00000,u880475025,1509867953,Python,Python3,py,Accepted,30,7356,92,1/1
s912545657,p00000,u119127920,1509869423,Python,Python3,py,Accepted,30,7440,120,1/1
s955017857,p00000,u119127920,1509949071,Python,Python3,py,Accepted,30,7512,120,1/1
s934980310,p00000,u776758454,1510333036,Python,Python3,py,Accepted,20,7432,87,1/1
s918261337,p00000,u930302179,1510567993,Python,Python,py,Accepted,10,6340,91,1/1
s559581775,p00000,u930302179,1510568170,Python,Python,py,Runtime Error,0,0,72,0/1
s931437157,p00000,u930302179,1510568238,Python,Python,py,Runtime Error,0,0,75,0/1
s498415605,p00000,u930302179,1510569374,Python,Python,py,Runtime Error,0,0,76,0/1
s292400563,p00000,u930302179,1510569391,Python,Python,py,Runtime Error,0,0,78,0/1
s502115354,p00000,u930302179,1510569473,Python,Python,py,Runtime Error,0,0,80,0/1
s156047874,p00000,u917432951,1510641458,Python,Python3,py,Accepted,20,7428,132,1/1
s670993854,p00000,u139200784,1510664837,Python,Python3,py,Accepted,20,7516,124,1/1
s060375406,p00000,u811314383,1510750982,Python,Python3,py,Wrong Answer,20,7368,67,0/1
s419007510,p00000,u811314383,1510751037,Python,Python3,py,Wrong Answer,30,7340,94,0/1
s225061459,p00000,u811314383,1510751084,Python,Python3,py,Runtime Error,0,0,99,0/1
s853482900,p00000,u811314383,1510751258,Python,Python3,py,Runtime Error,0,0,134,0/1
s834172138,p00000,u811314383,1510751270,Python,Python3,py,Accepted,20,7432,130,1/1
s833120421,p00000,u784787519,1510810379,Python,Python,py,Accepted,10,6336,89,1/1
s624758624,p00000,u704154532,1510833240,Python,Python3,py,Accepted,20,7440,86,1/1
s718295924,p00000,u742178809,1511248609,Python,Python3,py,Wrong Answer,20,7360,60,0/1
s398045238,p00000,u742178809,1511248997,Python,Python3,py,Accepted,30,7376,92,1/1
s009857428,p00000,u742178809,1511319748,Python,Python3,py,Wrong Answer,10,7328,100,0/1
s251661762,p00000,u742178809,1511319809,Python,Python3,py,Accepted,20,7356,100,1/1
s024467653,p00000,u742178809,1511326834,Python,Python3,py,Accepted,20,7524,127,1/1
s494610519,p00000,u947718497,1511524598,Python,Python,py,Accepted,10,6224,135,1/1
s041026627,p00000,u835844653,1511757150,Python,Python3,py,Accepted,40,7424,85,1/1
s502940980,p00000,u298999032,1511941243,Python,Python3,py,Accepted,20,5532,93,1/1
s672172906,p00000,u255925718,1512160742,Python,Python,py,Accepted,10,4608,84,1/1
s796276308,p00000,u548155360,1512379561,Python,Python3,py,Accepted,20,5528,111,1/1
s448480083,p00000,u011941830,1512723386,Python,Python3,py,Wrong Answer,20,5512,13,0/1
s072952159,p00000,u048595360,1512749883,Python,Python3,py,Wrong Answer,20,5520,66,0/1
s847702692,p00000,u048595360,1512750101,Python,Python3,py,Accepted,20,5524,101,1/1
s604876657,p00000,u072683688,1512875566,Python,Python3,py,Accepted,20,5572,120,1/1
s243083201,p00000,u779220087,1512985098,Python,Python3,py,Accepted,20,5536,458,1/1
s792133064,p00000,u706217959,1513074463,Python,Python3,py,Accepted,30,5536,179,1/1
s103988070,p00000,u771221104,1513128121,Python,Python3,py,WA: Presentation Error,30,5564,80,0/1
s511105141,p00000,u842823276,1513128736,Python,Python3,py,Runtime Error,0,0,94,0/1
s814562377,p00000,u842823276,1513128819,Python,Python3,py,Accepted,20,5520,93,1/1
s964477440,p00000,u181768286,1513155008,Python,Python,py,Accepted,0,4616,104,1/1
s819759725,p00000,u987649781,1513169563,Python,Python3,py,Wrong Answer,20,5524,86,0/1
s029252857,p00000,u987649781,1513169613,Python,Python3,py,Wrong Answer,20,5532,86,0/1
s998950204,p00000,u987649781,1513169644,Python,Python3,py,Accepted,20,5532,88,1/1
s417645365,p00000,u553951959,1513426335,Python,Python3,py,Wrong Answer,20,5568,85,0/1
s293517579,p00000,u553951959,1513426359,Python,Python3,py,Wrong Answer,20,5572,119,0/1
s355593151,p00000,u553951959,1513426577,Python,Python3,py,Wrong Answer,20,5572,100,0/1
s455890958,p00000,u553951959,1513426599,Python,Python3,py,WA: Presentation Error,20,5576,99,0/1
s641680259,p00000,u553951959,1513426642,Python,Python3,py,WA: Presentation Error,20,5572,99,0/1
s288369969,p00000,u553951959,1513426766,Python,Python3,py,Accepted,20,5548,109,1/1
s315014999,p00000,u553951959,1513426775,Python,Python3,py,Accepted,20,5540,109,1/1
s822886120,p00000,u546285759,1513429260,Python,Python3,py,Accepted,20,5524,93,1/1
s782603175,p00000,u523440605,1513523608,Python,Python3,py,Accepted,20,5524,100,1/1
s125767134,p00000,u183079216,1513762778,Python,Python3,py,Wrong Answer,20,5528,81,0/1
s011415130,p00000,u183079216,1513762896,Python,Python3,py,Accepted,20,5532,85,1/1
s095037810,p00000,u480287988,1514104711,Python,Python3,py,Accepted,30,5524,93,1/1
s608930623,p00000,u119252499,1514283367,Python,Python3,py,Runtime Error,0,0,78,0/1
s320924793,p00000,u682755774,1514471067,Python,Python3,py,Wrong Answer,20,5528,146,0/1
s425803231,p00000,u682755774,1514471149,Python,Python3,py,Accepted,20,5528,117,1/1
s938537250,p00000,u028347703,1514527095,Python,Python3,py,Accepted,20,5528,83,1/1
s347800294,p00000,u183224403,1514881134,Python,Python3,py,Accepted,20,5524,90,1/1
s038386403,p00000,u009288816,1514989204,Python,Python,py,Wrong Answer,10,4616,112,0/1
s642960764,p00000,u009288816,1514989237,Python,Python,py,Wrong Answer,10,4616,112,0/1
s176283979,p00000,u009288816,1514989328,Python,Python,py,Wrong Answer,10,4616,112,0/1
s173403106,p00000,u102534417,1515030683,Python,Python3,py,Accepted,20,5528,102,1/1
s567278438,p00000,u009288816,1515040838,Python,Python,py,Accepted,10,4612,85,1/1
s692046113,p00000,u538972897,1515109955,Python,Python3,py,Runtime Error,0,0,105,0/1
s562863622,p00000,u538972897,1515110186,Python,Python3,py,Accepted,20,5520,106,1/1
s217209156,p00000,u538972897,1515110240,Python,Python,py,Accepted,10,4608,105,1/1
s005649984,p00000,u764789069,1515257224,Python,Python,py,Runtime Error,0,0,139,0/1
s558650385,p00000,u764789069,1515257567,Python,Python,py,Accepted,0,4620,187,1/1
s912318994,p00000,u011621222,1515566890,Python,Python3,py,Runtime Error,0,0,79,0/1
s412661768,p00000,u011621222,1515566917,Python,Python3,py,Wrong Answer,20,5572,79,0/1
s567699592,p00000,u715881598,1515633619,Python,Python3,py,Accepted,20,5528,87,1/1
s598914261,p00000,u772040231,1516001386,Python,Python,py,Runtime Error,0,0,79,0/1
s503206137,p00000,u299257375,1516048019,Python,Python3,py,Accepted,20,5528,90,1/1
s150264043,p00000,u639135641,1516107304,Python,Python,py,Accepted,0,4612,94,1/1
s740110045,p00000,u737311644,1516360501,Python,Python3,py,Accepted,20,5532,142,1/1
s494361298,p00000,u150984829,1516545866,Python,Python3,py,Accepted,20,5576,77,1/1
s790029423,p00000,u150984829,1516546034,Python,Python3,py,Accepted,20,5528,75,1/1
s725155868,p00000,u536089081,1517565019,Python,Python3,py,Accepted,20,5528,90,1/1
s394706168,p00000,u661290476,1517634829,Python,Python3,py,Accepted,20,5528,93,1/1
s634170528,p00000,u328199937,1517804922,Python,Python3,py,Wrong Answer,20,5528,154,0/1
s640567016,p00000,u328199937,1517804969,Python,Python3,py,Accepted,20,5532,157,1/1
s417755175,p00000,u780025254,1517928543,Python,Python3,py,Accepted,20,5524,95,1/1
s630925744,p00000,u959628716,1518353423,Python,Python,py,Wrong Answer,10,4608,66,0/1
s369450707,p00000,u496101640,1518380741,Python,Python3,py,Wrong Answer,20,5528,88,0/1
s158672117,p00000,u496101640,1518380902,Python,Python3,py,Accepted,20,5528,90,1/1
s926778712,p00000,u775586391,1518477045,Python,Python3,py,Accepted,30,5528,95,1/1
s529443200,p00000,u150711673,1518520055,Python,Python3,py,Accepted,20,5520,97,1/1
s184881479,p00000,u650712316,1518783321,Python,Python3,py,Accepted,20,5532,156,1/1
s281368267,p00000,u585184379,1518946641,Python,Python3,py,Accepted,30,5524,98,1/1
s409132887,p00000,u613534067,1518963050,Python,Python3,py,Accepted,20,5572,100,1/1
s286981422,p00000,u114315703,1519218383,Python,Python3,py,Accepted,20,5532,93,1/1
s897659155,p00000,u553148578,1519792427,Python,Python3,py,Accepted,20,5528,104,1/1
s581085479,p00000,u452926933,1520307761,Python,Python3,py,Accepted,20,5524,97,1/1
s491617645,p00000,u646461156,1521004674,Python,Python3,py,Accepted,20,5524,82,1/1
s083169564,p00000,u205920766,1521009422,Python,Python3,py,Accepted,20,5524,102,1/1
s553234398,p00000,u802537549,1521264953,Python,Python3,py,Accepted,20,5532,85,1/1
s773919757,p00000,u905165344,1521549628,Python,Python3,py,Accepted,20,5576,89,1/1
s483946535,p00000,u636328457,1521550438,Python,Python3,py,Accepted,20,5584,114,1/1
s796164658,p00000,u748055360,1521550671,Python,Python3,py,Runtime Error,0,0,70,0/1
s416318044,p00000,u748055360,1521550794,Python,Python3,py,Wrong Answer,20,5564,68,0/1
s130801003,p00000,u748055360,1521551253,Python,Python3,py,Wrong Answer,20,5576,75,0/1
s768195330,p00000,u748055360,1521551403,Python,Python3,py,Wrong Answer,20,5568,75,0/1
s811726779,p00000,u748055360,1521551603,Python,Python3,py,Accepted,20,5576,77,1/1
s630091558,p00000,u735030916,1521551853,Python,Python3,py,Accepted,20,5572,88,1/1
s507385512,p00000,u577593877,1521552282,Python,Python,py,Wrong Answer,10,4620,93,0/1
s811174850,p00000,u577593877,1521552902,Python,Python,py,Wrong Answer,10,4620,110,0/1
s181442738,p00000,u577593877,1521553091,Python,Python,py,Wrong Answer,10,4620,101,0/1
s317226706,p00000,u577593877,1521553140,Python,Python,py,Wrong Answer,10,4616,95,0/1
s327845059,p00000,u577593877,1521553194,Python,Python,py,Wrong Answer,0,4616,86,0/1
s229236941,p00000,u577593877,1521553281,Python,Python,py,Runtime Error,0,0,81,0/1
s684521675,p00000,u577593877,1521553323,Python,Python,py,Wrong Answer,10,4616,80,0/1
s709192904,p00000,u577593877,1521553347,Python,Python,py,Runtime Error,0,0,80,0/1
s216862006,p00000,u577593877,1521553405,Python,Python,py,Runtime Error,0,0,76,0/1
s570558684,p00000,u577593877,1521553473,Python,Python,py,Wrong Answer,10,4616,78,0/1
s265707448,p00000,u577593877,1521553499,Python,Python,py,Wrong Answer,10,4616,85,0/1
s077676597,p00000,u577593877,1521553674,Python,Python,py,Wrong Answer,10,4620,89,0/1
s682152599,p00000,u577593877,1521553773,Python,Python,py,Wrong Answer,10,4616,80,0/1
s917380026,p00000,u577593877,1521553892,Python,Python,py,Wrong Answer,0,4616,82,0/1
s582295148,p00000,u577593877,1521554036,Python,Python,py,Runtime Error,0,0,89,0/1
s731737463,p00000,u577593877,1521554084,Python,Python,py,Runtime Error,0,0,89,0/1
s026132519,p00000,u577593877,1521554095,Python,Python,py,Runtime Error,0,0,89,0/1
s355931436,p00000,u577593877,1521554197,Python,Python,py,Runtime Error,0,0,89,0/1
s487919633,p00000,u577593877,1521554410,Python,Python3,py,Accepted,20,5568,89,1/1
s746917061,p00000,u464859367,1521699056,Python,Python3,py,Wrong Answer,20,5520,74,0/1
s200127368,p00000,u464859367,1521699166,Python,Python3,py,Accepted,20,5520,107,1/1
s978113967,p00000,u770440301,1522430500,Python,Python3,py,Wrong Answer,20,5524,82,0/1
s091899727,p00000,u770440301,1522430610,Python,Python3,py,Accepted,20,5528,88,1/1
s496375215,p00000,u318393460,1522496678,Python,Python3,py,Accepted,20,5528,101,1/1
s996266660,p00000,u930302179,1522680371,Python,Python3,py,Wrong Answer,20,5560,82,0/1
s009651551,p00000,u930302179,1522680425,Python,Python3,py,WA: Presentation Error,20,5556,82,0/1
s426228436,p00000,u930302179,1522680456,Python,Python3,py,WA: Presentation Error,20,5548,82,0/1
s766330769,p00000,u930302179,1522680505,Python,Python3,py,WA: Presentation Error,20,5552,83,0/1
s892719691,p00000,u930302179,1522680590,Python,Python3,py,WA: Presentation Error,20,5552,84,0/1
s584853463,p00000,u930302179,1522680810,Python,Python3,py,WA: Presentation Error,20,5556,103,0/1
s814615659,p00000,u930302179,1522680891,Python,Python3,py,WA: Presentation Error,20,5560,108,0/1
s068049279,p00000,u930302179,1522680991,Python,Python3,py,WA: Presentation Error,20,5552,97,0/1
s309572557,p00000,u930302179,1522681142,Python,Python3,py,Accepted,20,5524,94,1/1
s301001222,p00000,u930302179,1522681341,Python,Python3,py,WA: Presentation Error,20,5552,97,0/1
s947046968,p00000,u930302179,1522681427,Python,Python3,py,WA: Presentation Error,20,5548,82,0/1
s009812546,p00000,u930302179,1522681511,Python,Python3,py,WA: Presentation Error,20,5568,88,0/1
s063837479,p00000,u930302179,1522681580,Python,Python3,py,Accepted,20,5528,92,1/1
s253084054,p00000,u179070318,1522820267,Python,Python3,py,Accepted,20,5528,91,1/1
s922887085,p00000,u911420691,1523195661,Python,Python,py,Accepted,10,4612,87,1/1
s878247214,p00000,u352394527,1523340945,Python,Python3,py,Wrong Answer,20,5528,84,0/1
s988022439,p00000,u352394527,1523340984,Python,Python3,py,Accepted,20,5524,88,1/1
s911965625,p00000,u027874809,1523431304,Python,Python3,py,Accepted,20,5532,104,1/1
s260743563,p00000,u064313887,1523526138,Python,Python3,py,Wrong Answer,20,5568,75,0/1
s282451117,p00000,u064313887,1523526138,Python,Python3,py,Wrong Answer,20,5568,75,0/1
s488396920,p00000,u064313887,1523526178,Python,Python3,py,WA: Presentation Error,20,5564,79,0/1
